Title,Employer,Employment Type,Link,Email,Contact Text,Description
Physical education and health teacher,Takapuna Grammar School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 11/10/2026(Parental leave )",https://gazette.education.govt.nz/vacancies/1HAqAT-physical-education-and-health-teacher/,l.stevens@tgs.school.nz,N/A,N/A
Qualified / registered Kaiako,The Vines Early Learning,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqAR-qualifiedregistered-kaiako/,manager@thevineselc.co.nz,N/A,N/A
Scale A teacher,Riverview School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqB5-scale-a-teacher/,principal@riverview.school.nz,N/A,N/A
Learning support coordinator (LSC),Wesley College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqAQ-learning-support-coordinator-lsc/,admin@wesley.school.nz,N/A,N/A
Physical education and health teacher,Takapuna Grammar School,"Part time, Fixed term, FTTE up to: 0.7, Start Date: 28/01/2026, End Date: 11/10/2026(Parental leave)",https://gazette.education.govt.nz/vacancies/1HAqAP-physical-education-and-health-teacher/,l.stevens@tgs.school.nz,N/A,N/A
Scale A teacher,Golden Sands School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 26/01/2027(Refreshment leave)",https://gazette.education.govt.nz/vacancies/1HAqAL-scale-a-teacher/,vacancies@goldensands.school.nz,N/A,N/A
Digital technologies Y7-13. Tagged,Middleton Grange School,"Full time, Fixed term, Start Date: 23/01/2026, End Date: 11/12/2026(Staff acting in other positions)",https://gazette.education.govt.nz/vacancies/1HAqAG-digital-technologies-y7-13-tagged/,hr@middleton.school.nz,N/A,N/A
Physical education and health teacher,Takapuna Grammar School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqAE-physical-education-and-health-teacher/,l.stevens@tgs.school.nz,N/A,N/A
Qualified Infant Kaiako,New Shoots Children's Centre - Pakuranga,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqAD-qualified-infant-kaiako/,recruitment@newshoots.co.nz,N/A,N/A
Digital technologies Y7-13 - Tagged,Middleton Grange School,"Full time, Fixed term, Start Date: 23/01/2026, End Date: 11/12/2026(Staff acting in other positions)",https://gazette.education.govt.nz/vacancies/1HAqAC-digital-technologies-y7-13-tagged/,hr@middleton.school.nz,N/A,N/A
English teacher,Nelson College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Transitional appointment)",https://gazette.education.govt.nz/vacancies/1HAqAB-english-teacher-fixed-term-1-year/,excellence@nelson.school.nz,N/A,N/A
Kaiako - Y5–6 or 7–8 (Māori medium or bilingual),Otaki School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 23/12/2026(Study leave)",https://gazette.education.govt.nz/vacancies/1HAqAA-kaiako-year-56-or-78-maori-medium-or-bilingual/,principal@otaki.school.nz,N/A,N/A
Y4-6 Scale A teacher,Mangapikopiko School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqA8-year-4-6-scale-a-teacher/,michelleh@mangapikopiko.school.nz,N/A,N/A
Kaiako Matua - Integrated Studies Numeracy,Te Aho o Te Kura Pounamu,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqA7-kaiako-matua-integrated-studies-numeracy/,Nicola.Anderson@tekura.school.nz,N/A,N/A
Scale A teacher,Flaxmere Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqA5-scale-a-teacher/,melissa.dennis@flaxmere.school.nz,N/A,N/A
Teacher of mathematics - Regraded,St Thomas of Canterbury College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqA4-teacher-of-mathematics-regraded-no-actual-vacancy/,jfitzgerald@stc.school.nz,N/A,N/A
Y8 Dean,Southwell School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqA3-year-8-dean-unique-leadership-opportunity/,hr@southwell.school.nz,N/A,N/A
Certified teacher,Pokeno Child Care Centre,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqA2-permanent-full-time-certified-teacher/,pokenochildcare@gmail.com,N/A,N/A
Scale A teacher,St Benedict's School (Khandallah),"Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 17/12/2026(Project based)",https://gazette.education.govt.nz/vacancies/1HAqA0-scale-a-teacher/,principal@st-benedicts.school.nz,N/A,N/A
Teacher,Owairaka District School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9z-teacher/,principal@owairaka.school.nz,N/A,N/A
Junior teacher,Pongaroa School,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAq9y-junior-teacher/,principal@pongaroa.school.nz,N/A,N/A
Scale A: Y1-6 negotiable (3 positions),St Leonards Road School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9v-scale-a-3-permanent-positions-year-1-6-negotiable/,vacancies@stleonards.school.nz,N/A,N/A
Classroom teacher,St Joseph's School (Papanui),"Full time, Fixed term, Start Date: 27/01/2026, End Date: 18/12/2026(Temporarily filling a Special Character vacancy)",https://gazette.education.govt.nz/vacancies/1HAq9x-classroom-teacher/,applications@stjopapa.school.nz,N/A,N/A
Kindergarten teacher,Kaitake Kindergarten,"Full time, Long-term relieving (LTR), Start Date: 19/01/2026(Parental Leave)",https://gazette.education.govt.nz/vacancies/1HAq9u-kindergarten-teacher/,recruitment@kindergartentaranaki.co.nz,N/A,N/A
Kaiako Māori,Darfield High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9t-kaiako-maori/,ae@darfield.school.nz,N/A,N/A
Scale A teacher -  Y1-2,Hukerenui School Years 1-8,"Full time, Fixed term, Start Date: 03/02/2026, End Date: 09/04/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq9r-scale-a-teacher-fixed-term-year-1-2/,principal@hukerenui.school.nz,N/A,N/A
Y2–3 classroom teacher – 2026,Clevedon School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9q-year-23-teacher-2026/,vacancies@clevedonschool.co.nz,N/A,N/A
Kindergarten teacher,Westown Kindergarten,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9p-kindergarten-teacher/,recruitment@kindergartentaranaki.co.nz,N/A,N/A
Kindergarten teacher,Brooklands Kindergarten,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9o-kindergarten-teacher/,recruitment@kindergartentaranaki.co.nz,N/A,N/A
Social science teacher,Rangitoto College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9n-social-science-teacher/,HR.Payroll@rangitoto.school.nz,N/A,N/A
Kindergarten teacher,Patea Kindergarten,"Part time, Long-term relieving (LTR), FTTE up to: 0.5, Start Date: 19/01/2026(Parental leave)",https://gazette.education.govt.nz/vacancies/1HAq9m-kindergarten-teacher/,recruitment@kindergartentaranaki.co.nz,N/A,N/A
Teacher Y7–8 positions,Havelock North Intermediate,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 15/12/2026(Roll growth )",https://gazette.education.govt.nz/vacancies/1HAq9k-teacher-y78-fixed-term-positions/,principal@hni.school.nz,N/A,N/A
English teacher,Francis Douglas Memorial College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9i-english-teacher/,jor@fdmc.school.nz,N/A,N/A
Kaiako Kura Kaupapa Māori: Tau 1,TKKM o Manurewa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9j-kaiako-kura-kaupapa-maori-tau-1/,mahi@tpmm.school.nz,N/A,N/A
Kaiako Kura Kaupapa Māori: Tau 7,TKKM o Manurewa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9g-kaiako-kura-kaupapa-maori-tau-7/,mahi@tpmm.school.nz,N/A,N/A
Science / biology teacher,Avonside Girls' High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9f-sciencebiology-teacher/,bsj@avonside.school.nz,N/A,N/A
Kaiako Kura Kaupapa Māori: Tau 4,TKKM o Manurewa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9e-kaiako-kura-kaupapa-maori-tau-4/,mahi@tpmm.school.nz,N/A,N/A
Science teacher,James Hargest College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9d-science-teacher/,principal@jameshargest.school.nz,N/A,N/A
Kaiako Kura Kaupapa Māori: Tau 2,TKKM o Manurewa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9c-kaiako-kura-kaupapa-maori-tau-2/,mahi@tpmm.school.nz,N/A,N/A
Structured literacy intervention teacher,The Terrace School (Waipukurau),"Part time, Fixed term, FTTE up to: 0.6, Start Date: 03/02/2026, End Date: 17/12/2026(Structured literacy intervention teacher)",https://gazette.education.govt.nz/vacancies/1HAq9_-structured-literacy-intervention-teacher/,principal@terracechb.school.nz,N/A,N/A
Scale A teacher,Matamata Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9Y-scale-a-permanent-teacher/,principal@matamataint.school.nz,N/A,N/A
Music/choir kaiako - Regraded,Michael Park School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 16/12/2026(Changing roll / subject offering)",https://gazette.education.govt.nz/vacancies/1HAq9U-musicchoir-kaiako-regraded-no-actual-vacancy/,admin@michaelpark.school.nz,N/A,N/A
Teacher-in-training,New Shoots Children's Centre - Hillcrest,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9X-teacher-in-training/,recruitment@newshoots.co.nz,N/A,N/A
DP/ SENCO,Katikati Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9W-dp-senco/,kkpsadmin@katikati.school.nz,N/A,N/A
Classroom teacher - Y4-6,Henderson Valley School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9T-classroom-teacher-year-4-6-full-time-permanent/,janetm@hvschool.co.nz,N/A,N/A
Homeroom teacher,Kingslea School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9S-homeroom-teacher/,arahina@kingslea.school.nz,N/A,N/A
Learning support coordinator - junior literacy and numeracy focus,Ōtūmoetai College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(To cover staff study leave)",https://gazette.education.govt.nz/vacancies/1HAq9Q-learning-support-coordinator-junior-literacy-and-numeracy-focus/,recruitment@otc.school.nz,N/A,N/A
Homeroom teacher,Kingslea School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9P-homeroom-teacher/,arahina@kingslea.school.nz,N/A,N/A
Kaiako - Māori Immersion,Central Normal School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 15/12/2026(Staff leave)",https://gazette.education.govt.nz/vacancies/1HAq9M-kaiako-maori-immersion/,principal@centralnormal.school.nz,N/A,N/A
Learning support coordinator,Ōtūmoetai College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(To cover staff MOE leave)",https://gazette.education.govt.nz/vacancies/1HAq9L-learning-support-coordinator-fixed-term/,recruitment@otc.school.nz,N/A,N/A
Photography teacher,Freyberg High School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 04/12/2026(Due to Ministry approval on permanent positions )",https://gazette.education.govt.nz/vacancies/1HAq9K-photography-teacher/,office@freyberg.ac.nz,N/A,N/A
Y7–8 teacher - Rangiora Campus,OneSchool Global - New Zealand,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9J-year-78-teacher-rangiora-campus/,recruitment@nz.oneschoolglobal.com,N/A,N/A
Y3–4 Kererū teacher,Thorndon School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9F-year-34-kereru-teacher/,office@thorndonprimary.school.nz,N/A,N/A
SENCO / Learning Centre - Te Whare Akoranga Teacher,Epsom Girls Grammar School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9D-senco-learning-centre-te-whare-akoranga-teacher/,employment@eggs.school.nz,N/A,N/A
Learning support coordinator / teacher,Selwyn Ridge School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq9C-learning-support-coordinator/,s.leggett@selwynridge.school.nz,N/A,N/A
Y0-Y3 Scale A teacher,Te Horo School (Whangarei),"Full time, Fixed term, Start Date: 27/01/2026, End Date: 21/12/2026(Refreshment leave)",https://gazette.education.govt.nz/vacancies/1HAq9A-year-0-year-3-scale-a-teacher/,principal@tehoro.school.nz,N/A,N/A
Science teacher (with junior mathematics),Kaipara College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Roll fluctuation)",https://gazette.education.govt.nz/vacancies/1HAq99-science-teacher-with-junior-mathematics/,tclarke@kaipara.school.nz,N/A,N/A
0.32 learning support co-ordinator,Matapu School,"Part time, Permanent, FTTE up to: 0.3",https://gazette.education.govt.nz/vacancies/1HAq97-learning-support-co-ordinator/,principal@matapu.school.nz,N/A,N/A
Learning support coordinator,Freyberg High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq92-learning-support-coordinator/,office@freyberg.ac.nz,N/A,N/A
Kaiako - Māori Medium,Haeata Community Campus,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026(Study leave )",https://gazette.education.govt.nz/vacancies/1HAq91-kaiako-maori-medium/,har@haeata.school.nz,N/A,N/A
Kaiako - Y1-10,Te Aho o Te Kura Pounamu,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq90-kaiako-years-1-10/,carl.scurr@tekura.school.nz,N/A,N/A
Learning support coordinator,Puhinui School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8w-learning-support-coordinator/,principal@puhinui.school.nz,N/A,N/A
Scale A classroom teachers–Y7 and Y8 (2 positions),Huntley School (Marton),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8v-scale-a-classroom-teacher/,office@huntley.school.nz,N/A,N/A
"Biology science teacher, 2026",Manurewa High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8t-biology-science-teacher-permanent-full-time-2026/,Manaia.Laulu@manurewa.school.nz,N/A,N/A
"Classroom Kaiako, 2026",Ross Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8s-classroom-kaiako-permanent-2026/,lrutherford@rossintermediate.school.nz,N/A,N/A
Preschool Kaiako,Little Beans Preschool Limited,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8o-preschool-kaiako/,info@littlebeans.co.nz,N/A,N/A
Learning support coordinator,Wilford School,"Part time, Permanent, FTTE up to: 0.4",https://gazette.education.govt.nz/vacancies/1HAq8k-learning-support-coordinator/,office@wilford.school.nz,N/A,N/A
Team leader and SENCo,Wilford School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8j-team-leader-and-senco/,office@wilford.school.nz,N/A,N/A
Kaiako Kura Tuatahi,TKKM o Nga Uri A Maui,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8i-kaiako-kura-tuatahi/,principal@ngauriamaui.school.nz,N/A,N/A
Teacher,Riversdale School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8h-permanent-teacher/,principal@riversdale.school.nz,N/A,N/A
Teacher - technology (please state your area of specialism),Saint Kentigern College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8f-teacher-technology-please-state-your-area-of-specialism/,recruitment@saintkentigern.com,N/A,N/A
Teacher in charge of social science and English teacher,Michael Park School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8d-teacher-in-charge-of-social-science-and-english-teacher/,admin@michaelpark.school.nz,N/A,N/A
Y7–8 - team lead,Fairfield School (Levin),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8c-permanent-position-year-78-team-lead/,principal@fairfieldlevin.school.nz,N/A,N/A
Teacher Y6-8,Clayton Park School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8_-permanent-teacher-y6-8/,jolenem@claytonpark.school.nz,N/A,N/A
Learning support coordinator (0.6 FTTE),Waiheke Primary School,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAq8Y-learning-support-coordinator-0-6-ftte/,principal@waiheke.school.nz,N/A,N/A
Social science teacher,Papanui High School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(Teacher with extra responsibilities)",https://gazette.education.govt.nz/vacancies/1HAq8X-social-science/,wmj@papanui.school.nz,N/A,N/A
Social science teacher,Papanui High School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(Maternity leave )",https://gazette.education.govt.nz/vacancies/1HAq8W-social-science/,wmj@papanui.school.nz,N/A,N/A
English teacher,Timaru Girls' High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8V-english-teacher/,jquigley@timarugirls.school.nz,N/A,N/A
Teacher of itinerant music (voice),Auckland Grammar School,"Part time, Fixed term, FTTE up to: 0.2, Start Date: 28/01/2026, End Date: 02/12/2026(Above GMF)",https://gazette.education.govt.nz/vacancies/1HAq8T-teacher-of-itinerant-music-voice/,humanresources@ags.school.nz,N/A,N/A
Y3 teacher,Halsey Drive School,"Full time, Fixed term, Start Date: 30/01/2026, End Date: 15/12/2026(Covering a staff member on leave)",https://gazette.education.govt.nz/vacancies/1HAq8S-year-3-teacher/,jsomerville@halseydrive.school.nz,N/A,N/A
Teacher of geography,Auckland Grammar School,"Full time, Long-term relieving (LTR), Start Date: 16/01/2026(Refreshment leave)",https://gazette.education.govt.nz/vacancies/1HAq8R-teacher-of-geography/,humanresources@ags.school.nz,N/A,N/A
Technology teacher hard materials,Otamatea High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq8Q-technology-teacher-hard-materials/,ohs@otamatea.school.nz,N/A,N/A
