Title;Employer;Employment Type;Link;Email;Contact Text;Description;;
Junior physical education & health teacher Y7-10;Waihi College;Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 11/10/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqdY-junior-physical-education-and-health-teacher-year-7-10/;debbiec@waihicol.school.nz;N/A;N/A;;
Science teacher;Hornby High School;Part time, Fixed term, FTTE up to: 0.5, Start Date: 28/01/2026, End Date: 11/12/2026(Roll growth);https://gazette.education.govt.nz/vacancies/1HAqdX-science-teacher/;pa@hornby.school.nz;N/A;N/A;;
Japanese teacher;Takapuna Grammar School;Part time, Fixed term, FTTE up to: 0.5, Start Date: 28/01/2026, End Date: 20/01/2027(Transitional appointment);https://gazette.education.govt.nz/vacancies/1HAqdW-japanese-teacher/;l.stevens@tgs.school.nz;N/A;N/A;;
Health school teacher;Southern Health School;Part time, Permanent, FTTE up to: 0.6;https://gazette.education.govt.nz/vacancies/1HAqdV-health-school-teacher/;principal@southernhealth.school.nz;N/A;N/A;;
Teacher of ESOL;Wellington East Girls' College;Part time, Permanent, FTTE up to: 0.6;https://gazette.education.govt.nz/vacancies/1HAqdS-teacher-of-esol/;vacancies@wegc.school.nz;N/A;N/A;;
He Kaiako Kapa Haka mō Maurua;Ōpōtiki College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqdR-he-kaiako-kapa-haka-mo-maurua/;hr@opotikicol.school.nz;N/A;N/A;;
English teacher;Wellington East Girls' College;Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027(Staff released for PCT allowance);https://gazette.education.govt.nz/vacancies/1HAqdQ-english-teacher/;vacancies@wegc.school.nz;N/A;N/A;;
Social science teacher;Waimea College;Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027(Covering staff duties);https://gazette.education.govt.nz/vacancies/1HAqdN-social-science-teacher/;nicola.cruise@waimea.school.nz;N/A;N/A;;
Technology and resistant materials teacher;Te Aroha College;Full time, Fixed term, Start Date: 27/01/2026, End Date: 27/01/2027(Covering a staff member on leave);https://gazette.education.govt.nz/vacancies/1HAqdM-technology-and-resistant-materials-teacher/;rjohnson@tacol.nz;N/A;N/A;;
Y3 teacher;Goldfields School (Cromwell);Full time, Fixed term, Start Date: 26/01/2026, End Date: 18/12/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqdL-year-3-teacher/;principal@goldfields.school.nz;N/A;N/A;;
Teacher;Te Hapara School;Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027(Roll growth);https://gazette.education.govt.nz/vacancies/1HAqdH-fixed-term-part-time-position-2-days-a-week-0-4/;principal@tehapara.school.nz;N/A;N/A;;
Qualified teacher;Bear Park Henderson;Full time, Fixed term, Start Date: 08/12/2025, End Date: 05/06/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqdG-qualified-teacher/;careers@bearpark.co.nz;N/A;N/A;;
Teacher of Christian education;Saint Kentigern Girls' School;Part time, Fixed term, FTTE up to: 0.5, Start Date: 27/01/2026, End Date: 11/12/2026(Roll changes);https://gazette.education.govt.nz/vacancies/1HAqdF-part-time-fixed-term-teacher-christian-education/;nicky.clapp@saintkentigern.com;N/A;N/A;;
Scale A teacher Y7–8;St Mary MacKillop Catholic School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqdE-scale-a-y7-8/;mikep@marymackillop.school.nz;N/A;N/A;;
Māori enrichment teacher Y5–6;Pukekohe Hill School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqdD-maori-enrichment-year-5-and-6/;principal@pukekohehill.school.nz;N/A;N/A;;
Social science teacher;Tauranga Girls' College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqd8-social-science-teacher/;applications@tgc.school.nz;N/A;N/A;;
Teacher of French;Epsom Girls Grammar School;Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027(Interim staffing whilst the school recruits permanently);https://gazette.education.govt.nz/vacancies/1HAqd6-teacher-of-french/;employment@eggs.school.nz;N/A;N/A;;
Kindergarten teacher;Cherry Grove Childcare and Family Centre;Part time, Permanent, FTTE up to: 0.7;https://gazette.education.govt.nz/vacancies/1HAqd4-kindergarten-teacher/;manager@cherrygrove.co.nz;N/A;N/A;;
Teacher of French;Epsom Girls Grammar School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqd3-teacher-of-french/;employment@eggs.school.nz;N/A;N/A;;
Classroom teacher;Gisborne Intermediate;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqd5-classroom-teacher-gisborne-intermediate/;vacancy@gisint.school.nz;N/A;N/A;;
Scale A teacher 0.5 - 0.6 FTTE;St Mary's Catholic School (Gisborne);Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 15/12/2026(Study leave);https://gazette.education.govt.nz/vacancies/1HAqd0-scale-a-teacher-0-5-0-6-ftte-fixed-term-2026/;helen@saintmarysgis.school.nz;N/A;N/A;;
CRT/senior release teacher;St Mary's Catholic School (Gisborne);Part time, Permanent, FTTE up to: 0.4;https://gazette.education.govt.nz/vacancies/1HAqcy-scale-0-4-ftte-crtsenior-teacher-release-permanent/;helen@saintmarysgis.school.nz;N/A;N/A;;
NZ Curriculum class teacher Y3–4;Waitara East School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcx-nz-curriculum-class-teacher-year-34/;office@waitaraeast.school.nz;N/A;N/A;;
Kaiako reo rua – L2 Bilingual Unit;Waitara East School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcv-kaiako-reo-rua-l2-bilingual-unit/;office@waitaraeast.school.nz;N/A;N/A;;
Kaiako – Hiwa i te Rangi Teen Parent Unit; Kaikohe;Northland College Teen Parent Unit;Part time, Permanent, FTTE up to: 0.4;https://gazette.education.govt.nz/vacancies/1HAqcs-kaiako-hiwa-i-te-rangi-teen-parent-unit-kaikohe/;admin@northlandcollege.school.nz;N/A;N/A;
Itinerant music teachers: bass guitar; vocals; piano and strings;Long Bay College;Part time, Fixed term, FTTE up to: 0.2, Start Date: 28/01/2026, End Date: 27/01/2027(Itinerant music teachers);https://gazette.education.govt.nz/vacancies/1HAqct-itinerant-music-teachers-bass-guitar-vocals-piano-and-strings/;mhobman@lbc.school.nz;N/A;N/A
Teacher of art;Burnside High School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 10/12/2026(Speciality area/subject demand);https://gazette.education.govt.nz/vacancies/1HAqcr-teacher-of-art/;vacancies@burnside.school.nz;N/A;N/A;;
Class teacher/specialist teacher of ORS;Waitara East School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcq-class-teacher-specialist-teacher-of-ors/;office@waitaraeast.school.nz;N/A;N/A;;
Teacher of physical education;St Bede's College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcn-teacher-of-physical-education/;LMcHaffie@stbedes.school.nz;N/A;N/A;;
Teacher of physical education (with outdoor education);St Bede's College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcm-teacher-of-physical-education-with-outdoor-education/;LMcHaffie@stbedes.school.nz;N/A;N/A;;
Classroom teacher;St Andrews Middle School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcT-classroom-teacher-full-time-permanent/;principal@standrewsmiddle.school.nz;N/A;N/A;;
Classroom teacher;St Andrews Middle School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcS-classroom-teacher-full-time-permanent/;principal@standrewsmiddle.school.nz;N/A;N/A;;
Specialist ORS teacher;Wellington East Girls' College;Part time, Permanent, FTTE up to: 0.5;https://gazette.education.govt.nz/vacancies/1HAqch-specialist-ors-teacher/;vacancies@wegc.school.nz;N/A;N/A;;
Y3–4 teacher;Mamaku School;Full time, Fixed term, Start Date: 27/01/2026, End Date: 11/12/2026(School roll fluctuation);https://gazette.education.govt.nz/vacancies/1HAqcf-year-3-and-4-teacher/;peter@mamaku.school.nz;N/A;N/A;;
Mathematics teacher;Wellington East Girls' College;Part time, Permanent, FTTE up to: 0.6;https://gazette.education.govt.nz/vacancies/1HAqcb-mathematics-teacher-2/;vacancies@wegc.school.nz;N/A;N/A;;
Kaiako;Kotemaori School;Part time, Permanent, FTTE up to: 0.4;https://gazette.education.govt.nz/vacancies/1HAqcZ-future-deputy-principal-part-time-kaiako-wanted/;principal@kotemaori.school.nz;N/A;N/A;;
Y4–8 classroom teacher;Horahora School (Cambridge);Full time, Fixed term, Start Date: 02/02/2026, End Date: 15/12/2026(Release for a project);https://gazette.education.govt.nz/vacancies/1HAqcY-year-4-8-classroom-teacher/;sbuckle@horahoracambridge.school.nz;N/A;N/A;;
Learning support coordinator;St Andrews Middle School;Part time, Permanent, FTTE up to: 0.2;https://gazette.education.govt.nz/vacancies/1HAqcW-learning-support-coordinator/;principal@standrewsmiddle.school.nz;N/A;N/A;;
Scale A teacher (senior school);Arthur Street School;Full time, Fixed term, Start Date: 26/01/2026, End Date: 16/12/2026(Roll growth);https://gazette.education.govt.nz/vacancies/1HAqcV-fixed-term-scale-a-teacher-senior-school/;principal@arthurst.school.nz;N/A;N/A;;
Y7–10 classroom release teacher;St Andrews Middle School;Part time, Permanent, FTTE up to: 0.8;https://gazette.education.govt.nz/vacancies/1HAqcU-year-7-10-classroom-release-teacher-0-8-ftte/;principal@standrewsmiddle.school.nz;N/A;N/A;;
Junior teacher;Milton School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Project release);https://gazette.education.govt.nz/vacancies/1HAqcR-classroom-teacher/;principal@milton.school.nz;N/A;N/A;;
Learning support coordinator;Verran Primary School;Part time, Permanent, FTTE up to: 0.4;https://gazette.education.govt.nz/vacancies/1HAqcP-learning-support-coordinator/;pwatt@verranprimary.school.nz;N/A;N/A;;
Kaiako Kura Tuatahi – Tau 2;TKKM o Te Whanau Tahi;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcN-kaiako-kura-tuatahi-tau-2/;sophie@whanau-tahi.school.nz;N/A;N/A;;
Teachers (several positions);Mokopuna Early C E and Care Centre;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcL-exciting-teaching-opportunities-at-mokopuna-ece/;j.mccallum@mokonz.co.nz;N/A;N/A;;
Specialist ORS teacher;Wellington East Girls' College;Part time, Permanent, FTTE up to: 0.5;https://gazette.education.govt.nz/vacancies/1HAqc_-specialist-ors-teacher/;vacancies@wegc.school.nz;N/A;N/A;;
Mathematics teacher;Whangārei Girls' High School;Full time, Fixed term, Start Date: 20/04/2026, End Date: 27/01/2027(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqcF-mathematics-teacher/;office@wghs.school.nz;N/A;N/A;;
Kaiako – literacy intervention specialists (10 positions);Te Aho o Te Kura Pounamu;Full time, Fixed term, Start Date: 02/02/2026, End Date: 11/12/2026(Project work );https://gazette.education.govt.nz/vacancies/1HAqcD-kaiako-literacy-intervention-specialist/;Bernice.Singh@tekura.school.nz;N/A;N/A;;
Maths intervention teacher;Tokoroa North School;Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 18/12/2026(MoE funded position for 2026);https://gazette.education.govt.nz/vacancies/1HAqcH-maths-intervention-teacher/;vacancies@tokoroanorth.school.nz;N/A;N/A;;
SENCO;Henderson High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcC-senco/;vacancies@hhs.school.nz;N/A;N/A;;
Science teacher;Taita College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcA-science-teacher/;secretary@taita.school.nz;N/A;N/A;;
Scale A teacher;Rai Valley Area School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqcB-scale-a-teacher/;principal@rai.school.nz;N/A;N/A;;
Scale A teacher;Rai Valley Area School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqc9-scale-a-teacher/;principal@rai.school.nz;N/A;N/A;;
Phase 2 kaiako;Pareawa Banks Avenue School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqc8-phase-2-kaiako/;vacancies@pareawabanksave.school.nz;N/A;N/A;;
Mathematics teacher;Onslow College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqc6-mathematics-teacher/;vacancy@onslow.school.nz;N/A;N/A;;
Scale A kaiako;Ranzau School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqc5-scale-a-kaiako/;principal@ranzau.school.nz;N/A;N/A;;
SENCO / Assistant head of faculty - personalised learning;Porirua College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqc4-sencoassistant-head-of-faculty-personalised-learning/;swooldridge@pen.net.nz;N/A;N/A;;
Te Hāpai Ō (learning support) - resource developer;Te Aho o Te Kura Pounamu;Full time, Fixed term, Start Date: 02/02/2026, End Date: 11/12/2026(Project work );https://gazette.education.govt.nz/vacancies/1HAqc2-te-hapai-o-learning-support-resource-developer/;whaimutu.marino@tekura.school.nz;N/A;N/A;;
Classroom teacher 1FTE;Tutira School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqc0-classroom-teacher-1-fte-permanent/;principal@tutira.school.nz;N/A;N/A;;
Kaiako;Twizel Free Kindergarten;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbz-kaiako/;office@sck.nz;N/A;N/A;;
Homeroom teacher;Kingslea School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbx-homeroom-teacher/;arahina@kingslea.school.nz;N/A;N/A;;
Homeroom teacher;Kingslea School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbt-homeroom-teacher/;arahina@kingslea.school.nz;N/A;N/A;;
Scale  A teacher - new entrant;Grey Lynn School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(Roll growth - new entrant class);https://gazette.education.govt.nz/vacancies/1HAqbo-scale-a-teacher-new-entrant-fixed-term/;payroll@greylynn.school.nz;N/A;N/A;;
Maths teacher;Bethlehem College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbn-maths-teacher-full-time-permanent/;karen.miller@beth.school.nz;N/A;N/A;;
Teacher (Certificated) Grenada;Active Explorers Grenada;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbm-teacher-certificated-grenada/;careers@eeg.co.nz;N/A;N/A;;
ESOL/English teacher;Nelson College;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Transitional appointment);https://gazette.education.govt.nz/vacancies/1HAqbk-esolenglish-teacher/;excellence@nelson.school.nz;N/A;N/A;;
Classroom teacher – junior school;Te Aroha Primary School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 19/07/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqbj-classroom-teacher-junior-school-fixed-term-maternity-leave/;principal@tearohaprimary.school.nz;N/A;N/A;;
Y7–8 teacher 2026!;Carisbrook School;Full time, Fixed term, Start Date: 02/02/2026, End Date: 11/12/2026(Board Funded - Roll Growth);https://gazette.education.govt.nz/vacancies/1HAqbi-year-7-and-8-teacher-wanted-for-2026/;principal@carisbrook.school.nz;N/A;N/A;;
Experienced junior teacher;Te Koromiko Swannanoa School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbh-experienced-junior-teacher/;admin@swannanoa.school.nz;N/A;N/A;;
Teacher of mathematics;St Bede's College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbY-teacher-of-mathematics/;LMcHaffie@stbedes.school.nz;N/A;N/A;;
Scale A teachers;Epsom Normal School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbg-scale-a-teachers/;lvalladares@epsomnormal.school.nz;N/A;N/A;;
Scale A teachers;Epsom Normal School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbe-scale-a-teachers/;lvalladares@epsomnormal.school.nz;N/A;N/A;;
English teacher;Riccarton High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbd-english-teacher/;vacancy@riccarton.school.nz;N/A;N/A;;
Kaiako 0.4;Blue Mountain College;Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 26/07/2026(Maternity leave cover );https://gazette.education.govt.nz/vacancies/1HAqbc-0-4-fixed-term-maternity-leave-cover-2-terms/;principal@bmc.school.nz;N/A;N/A;;
Release teacher;Ashley Rakahuri School;Part time, Fixed term, FTTE up to: 0.4, Start Date: 30/01/2026, End Date: 15/12/2026(DP Release);https://gazette.education.govt.nz/vacancies/1HAqbb-release-teacher/;principal@ashleyrakahuri.school.nz;N/A;N/A;;
English teacher;Albany Junior High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqba-english-teacher/;vacancies@ajhs.school.nz;N/A;N/A;;
Kindergarten teacher;Mangapapa Kindergarten;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbX-full-time-kindergarten-teacher/;Giskgtnst@gmail.com;N/A;N/A;;
Learning support coordinator;Papanui High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbW-learning-support-coordinator/;wmj@papanui.school.nz;N/A;N/A;;
Teacher Y0-4;Hampden School;Part time, Fixed term, FTTE up to: 0.7, Start Date: 28/01/2026, End Date: 13/12/2026(Principal release teacher);https://gazette.education.govt.nz/vacancies/1HAqbV-fixed-term-teacher-yr-0-4/;office@hampden.school.nz;N/A;N/A;;
Y7–10 classroom teacher;St Dominic's Catholic College (Henderson);Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbU-years-7-10-classroom-teacher/;principalspa@stdoms.ac.nz;N/A;N/A;;
Teacher Y4-8;Hampden School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqbT-permanent-teacher-position-yr-4-8/;office@hampden.school.nz;N/A;N/A;;
