Title,Employer,Employment Type,Link,Email,Contact Text,Description
Science teacher - biology / chemistry,Forest View High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqj7-science-teacher-biology-chemistry-science/,pa@fvhs.school.nz,N/A,"Tokoroa High School Waikato Teacher of special needs Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 9:59 am 26 November 2025 Closes 12 noon 09 December 2025 Reference #: 1HAqjC Full details"
Technology teacher - hard materials,Forest View High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqj5-technology-teacher-hard-materials/,pa@fvhs.school.nz,N/A,"Rototuna Junior High School Waikato Technology (DVC or soft materials) teacher Y7–10 Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher Technology Suitable for beginning teachers Full details Listed today 12:51 pm 01 December 2025 Closes 3.00 pm 15 December 2025 Reference #: 1HAqp3 Full details"
Hard materials technology teacher,Akaroa Area School,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027(Dependent on student numbers for hard material technology  )",https://gazette.education.govt.nz/vacancies/1HAqia-hard-materials-tech-teacher-part-time-or-full-time/,vmcintyre@akaroa.school.nz,N/A,"Wakefield School Tasman/Nelson Teacher – additional hours by negotiation Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 15/12/2026 (Covering leave for two teachers (0.2 each)) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 1:38 pm 01 December 2025 Closes 5pm 07 December 2025 Reference #: 1HAqpP Full details"
Scale A teacher Y1,Beachlands School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(Roll growth – temporary appointment )",https://gazette.education.govt.nz/vacancies/1HAqj3-scale-a-teacher-fixed-term-full-time-year-1/,principal@beachlands.school.nz,N/A,"Pigeon Mountain School Auckland Y6 teacher Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026 (Maternity leave) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 10:16 am 01 December 2025 Closes 3pm 05 December 2025 Reference #: 1HAqoK Full details"
Mathematics teacher,Mountainview High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqj2-mathematics-teacher/,vacancy@mountainview.school.nz,N/A,"Rudolf Steiner School (Chch) Canterbury Mathematics / biology teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher Mathematics and statistics, Science Suitable for beginning teachers Full details Listed 1:34 pm 24 November 2025 Closes 3pm 10 December 2025 Reference #: 1HAqg3 Full details"
Scale A teacher,Kedgley Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqj1-scale-a-teacher-permanent/,applications@kedgley.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Y2–3 classroom teacher,Tokoroa North School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 18/12/2026(Funded over entitlement)",https://gazette.education.govt.nz/vacancies/1HAqj0-y23-classroom-teacher/,vacancies@tokoroanorth.school.nz,N/A,"Goldfields School (Paeroa) Waikato Teacher – specialist school Full time, Fixed term, Start Date: 28/01/2026, End Date: 31/12/2026 (Fluctuating roll) Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:58 pm 01 December 2025 Closes 12pm 16 January 2026 Reference #: 1HAqpW Full details"
Phase 2 classroom teacher,Tokoroa North School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqiy-phase-2-classroom-teacher/,vacancies@tokoroanorth.school.nz,N/A,"Wairere School Waikato Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:42 pm 01 December 2025 Closes 4pm 10 December 2025 Reference #: 1HAqp0 Full details"
Kaiako,Te Whare Rama | Light House Early Learning Centre Cobham Street,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqix-kaiako/,lisa.tewharerama@gmail.com,N/A,"Aspire Nursery & Preschool Canterbury Early childhood teacher Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Suitable for beginning teachers Full details Listed today 9:42 am 01 December 2025 Closes 11.59pm 23 December 2025 Reference #: 1HAqoL Full details"
Scale A teacher - Y2–3,Newton Central School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqiu-scale-a-teacher-year-2-and-3/,vacancies@newton.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Learning support coordinator (LSC),Balmoral S D A School,"Part time, Fixed term, FTTE up to: 0.2, Start Date: 02/02/2026, End Date: 11/12/2026(Learning support co-ordinator )",https://gazette.education.govt.nz/vacancies/1HAqis-learning-support-coordinator-lsc/,principal@balmoralsda.school.nz,N/A,"Rosehill Intermediate Auckland Learning support coordinator (LSC) Part time, Fixed term, FTTE up to: 0.8, Start Date: 28/01/2026, End Date: 16/12/2026 (New position LSC) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 8:49 am 28 November 2025 Closes 3pm 05 December 2025 Reference #: 1HAqnF Full details"
Faculty of special education teacher,Kaipara College,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027(Roll fluctuation - special education)",https://gazette.education.govt.nz/vacancies/1HAqiq-faculty-of-special-education-teacher/,tclarke@kaipara.school.nz,N/A,"Epsom Girls Grammar School Auckland Teacher of philosophy Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027 (Fluctuation in senior option hours) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 8:52 am 27 November 2025 Closes 12pm 09 December 2025 Reference #: 1HAqkt Full details"
Science teacher,The Catlins Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqip-science-teacher/,taniab@catlins.school.nz,N/A,"OneSchool Global - New Zealand Canterbury Specialist Science Teacher - Timaru Campus Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher Science Full details Listed 12:20 pm 27 November 2025 Closes 8pm 27 January 2026 Reference #: 1HAqma Full details"
Y1–8 teachers (2 positions),Taumarunui Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqio-y18-teachers-2-positions/,betcro@taumarunui.school.nz,N/A,"Orautoha School Manawatu/Whanganui Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:20 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqpG Full details"
Kaiako / teacher (qualified or unqualified),Willows Early Learning Centre,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAqim-part-time-kaiako-teacher-qualified-or-unqualified/,admin@willowselc.co.nz,N/A,"Campus Corner Early Learning Centre Inc Tasman/Nelson Infants and toddlers kaiako Part time, Permanent, FTTE up to: 0.7 Early learning / kōhanga reo, Kaiako Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Suitable for beginning teachers Full details Listed today 1:27 pm 01 December 2025 Closes 5pm 11 December 2025 Reference #: 1HAqpK Full details"
Scale A teacher,Ferndale Te Ahu,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqik-permanent-full-time-scale-a-teacher-position/,principalspa@ferndale.school.nz,N/A,"Te Waitai Sefton School Canterbury Y7–8 kaiako/teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 11:01 am 01 December 2025 Closes 12 noon 07 December 2025 Reference #: 1HAqoX Full details"
Performing art teacher 0.7,Wellesley College,"Part time, Permanent, FTTE up to: 0.7",https://gazette.education.govt.nz/vacancies/1HAqij-performing-art-teacher-0-7/,kristina.appleby@prosperoteaching.com,N/A,"South Auckland S D A School Auckland Learning support coordinator Part time, Permanent, FTTE up to: 0.7 Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 12:35 pm 26 November 2025 Closes 12pm 08 December 2025 Reference #: 1HAqjz Full details"
Learning support coordinator Trentham School 0.4 FT combined,Te Kura o Hau Karetu,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 26/01/2026, End Date: 15/12/2026(Current LSC applied for a flexible work arrangement)",https://gazette.education.govt.nz/vacancies/1HAqig-learning-support-coordinator-trentham-school-0-4-ft-combined/,principal@tehaukaretu.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
ORS specialist teacher 0.6 (could be combined with 0.4 LSC),Trentham School,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027(ORS funded)",https://gazette.education.govt.nz/vacancies/1HAqif-ors-specialist-teacher-0-6-could-be-combined-with-0-4-lsc/,vacancy@trentham.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
Health & physical education teacher,Fraser High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqid-health-and-physical-education-teacher/,careers@fraser.school.nz,N/A,"Puriri School Waikato Y5-8 senior teacher position Full time, Permanent Certificated teacher, Certificated teacher, Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Mathematics and statistics Full details Listed 8:57 am 27 November 2025 Closes 4pm 05 December 2025 Reference #: 1HAqkw Full details"
